per,cluster,perform_std,perform_quart,f1_std,f2_std,f3_std
362,9,0.695699036,3,-0.851732433,0.533299983,1.393283963
363,9,-1.470255852,1,-0.480380774,-1.498168707,0.343002468
364,9,0.695699036,3,-1.06872642,0.739419937,1.838697433
365,9,0.463632315,3,-1.994832516,0.803725064,2.161968231
366,9,-1.139346004,1,-0.634447932,0.375430882,-0.575426638
367,9,0.455036789,3,-1.160069942,0.520789981,1.182117462
368,9,-0.086451277,2,-0.913334787,0.113550887,-1.411618471
369,9,0.06396164,3,-0.383322746,-0.245807976,-0.279706508
370,9,1.469253778,4,-1.126189947,0.492936581,1.596918821
371,9,0.406904519,3,-0.129079416,0.281036675,0.043467086
372,9,0.17677176,3,-0.643543303,0.114026897,0.830078065
373,9,1.838841319,4,-0.538594007,0.11293602,2.948494196
374,9,1.273286343,4,-0.469279289,0.693648338,0.916795731
375,9,0.437846571,3,-1.274739742,0.352563679,1.402501225
376,9,0.695699036,3,-1.172358871,0.725779116,1.255589128
377,9,1.159831524,4,-0.109496303,0.364661038,1.971519232
378,9,-1.390035152,1,-0.50020647,0.294078976,-1.061035633
379,9,1.314542651,4,-0.645480096,0.113459997,2.316715956
380,9,0.051069621,3,-0.686881006,0.497652948,0.648151696
381,9,1.056691051,4,-0.526334822,0.483579814,1.477671742
382,9,-0.026285939,2,-0.136897102,0.238664448,1.823350668
383,9,1.345484734,4,-1.90283823,0.064578965,-0.005724644
384,9,0.803996623,4,-0.783245027,0.416999459,0.760282338
385,9,-0.026285939,2,-0.88108772,0.092762247,1.39912653
386,9,1.377573133,4,-0.395117611,0.733594656,-0.214547232
387,9,-0.438848644,2,-0.880754828,0.015394854,-0.244381875
388,9,1.417683125,4,-0.390522301,0.583314538,1.074384451
389,9,0.124126986,3,-0.252299011,0.038941599,0.642516375
390,9,0.470078766,3,-0.614311278,-0.274196029,1.719174981
391,9,1.040282369,4,-0.103059866,0.764777422,2.092808008
392,9,-0.342154622,2,-1.299749017,0.110212028,1.753784299
393,9,0.11811088,3,-0.192039028,0.365241408,1.043245435
394,9,1.011566877,4,-1.071346521,0.012429371,2.63921237
395,9,0.859786332,4,-0.45372048,-0.047376886,1.136302471
396,9,-0.507609546,2,-1.116436124,0.008423005,0.003077398
397,9,-1.064139605,1,-0.802806735,-0.649763405,1.295005322
398,9,0.334706098,3,-0.338009059,0.127848953,0.209181204
399,9,0.134154677,3,-0.798219144,1.332859039,0.945748806
400,9,0.009813265,2,-0.726877809,-0.081538051,-0.809826672
401,9,-0.026285939,2,-0.715250552,0.48593986,-0.379042596
402,9,-0.603874087,1,-1.337357759,-0.638487279,1.687440515
403,9,-0.251906186,2,-1.399055123,0.980615556,-1.211056828
404,9,0.479102939,3,-1.354501128,0.554187119,0.041274704
405,9,1.623964906,4,-1.25440979,0.157293081,2.348031282
406,9,0.029251562,2,-0.424176872,-0.158995643,-0.158218578
407,9,-0.256008148,2,-2.468926668,0.690652311,0.773126125
408,9,0.785946608,4,-1.772968888,0.935451269,1.75558424
409,9,0.98449266,4,-0.926119208,0.31659162,1.966388464
410,9,0.294596165,3,-0.583769083,0.354709655,0.844542623
411,9,0.174265489,3,-1.805867076,0.101423912,1.270170927
412,9,-0.621924102,1,-1.61430192,0.159140393,1.610035539
413,9,0.045912471,3,-1.132979035,0.148562312,0.049214937
414,9,-1.470255852,1,-0.050571151,-0.593208432,0.527536094
415,10,1.598179102,4,0.035795625,0.724590719,1.559378862
416,10,0.289581895,3,1.237718582,0.203111425,0.496350676
417,10,0.437846571,3,1.188084602,-0.357114047,0.631597579
418,10,-0.146616623,2,0.264846891,-0.949605465,-0.282771677
419,10,0.334706098,3,-0.554386914,-0.174081698,-0.388435304
420,10,-1.019015312,1,0.077935234,-0.401279628,-0.418774366
421,10,0.0037963,2,0.634429038,-1.449815631,0.014391646
422,10,-2.165165663,1,0.880003273,-0.802425623,0.919250607
423,10,1.345484734,4,0.339036137,-0.015658941,1.367668748
424,10,0.11811088,3,-0.652193725,-0.178618595,1.462236166
425,10,-1.139346004,1,-0.442281514,0.167924583,1.095484972
426,10,1.177021742,4,1.832140207,-1.061477184,1.287612081
427,10,-0.146616623,2,0.135830939,-0.017675383,-0.39369601
428,10,0.615478277,3,0.432545811,-0.575950921,1.366900802
429,10,-0.342154622,2,0.946242809,-0.417168707,0.606283844
430,10,-0.259869128,2,0.670292974,-1.231053114,-0.006953555
431,10,1.98495698,4,1.148862004,-0.520186841,1.420413733
432,10,1.225906253,4,-0.210419312,0.342292607,1.225893378
433,10,0.013824001,2,-0.202100709,0.511999965,-0.417118847
434,10,0.137801349,3,2.269444942,-1.861467838,-1.323116183
435,10,0.695699036,3,0.46393317,-0.883104324,-0.107348144
436,10,-0.658022463,1,1.449467659,-0.526034296,-0.614027977
437,10,1.923072815,4,0.298889548,-0.561411679,1.463402867
438,10,-0.452913761,2,0.463791937,-0.904218853,2.564771414
439,10,0.226408496,3,0.596624911,-0.663031697,-0.326370835
440,10,-0.071410164,2,0.513752341,-1.33504498,1.464489102
441,10,-0.420096308,2,0.366388679,-0.012172096,-0.223683327
442,10,0.294596165,3,1.517175317,0.177673042,1.04673171
443,10,-1.079180717,1,-0.847506702,0.054183155,-0.55429399
444,10,1.273286343,4,-0.244921565,0.497754902,1.796510339
445,10,1.177021742,4,1.686509371,-0.098550074,0.602235138
446,10,0.244458526,3,1.864967585,-0.95529145,-1.189026713
447,10,-0.645130455,1,1.385864496,-0.60996139,-1.495463133
448,10,-0.256008148,2,-0.239647299,-0.7034024,-0.085730113
449,10,-0.297030419,2,0.448060334,-1.334861636,1.280094981
450,10,-1.710917234,1,0.683621407,-0.341218412,-0.930839837
451,10,0.755864382,4,0.853570282,-0.367513925,0.476704001
452,10,0.006531519,2,0.072188228,-0.169488043,-0.40358448
453,10,1.995271206,4,1.706851006,-0.125484332,0.194014609
454,10,-0.116534382,2,-0.573618889,-0.761751831,0.970487773
455,10,-0.357195735,2,0.339460313,-0.891597331,-0.691304982
456,10,0.386276782,3,2.126822472,-0.265305638,0.139559463
457,10,-0.658022463,1,-0.008534673,0.391146511,0.088012956
458,10,-0.122550488,2,-0.169536427,-0.088130541,0.185987011
459,10,-1.109262943,1,0.727364182,-0.439952552,-0.204470977
460,10,-0.086451277,2,1.700255752,-0.080367118,-1.244654536
461,10,-0.335708171,2,0.674187183,-0.749417365,-0.422756165
462,10,0.803996623,4,1.274093986,-0.452954173,0.652313709
463,10,0.033879403,2,0.256942809,-1.227639914,-0.205689937
464,10,-0.27446872,2,2.016222954,0.382228345,-0.256641835
465,10,-0.415047586,2,-0.401026487,0.351205975,-0.280933678
466,10,0.382838368,3,1.852860808,-0.273149699,-0.520595074
467,10,0.334706098,3,-0.099536575,-0.059279919,-0.352467656
468,10,-0.593559742,1,-0.314801425,0.199322954,-0.473690003
469,10,0.755864382,4,0.003577204,-1.908168435,0.660884261
470,10,0.695699036,3,1.840935588,0.596492708,0.492775589
471,10,-1.174897909,1,0.361327559,0.613473058,0.840750456
472,10,-1.521826506,1,-0.360066026,0.118812308,-0.171303496
473,10,0.826968849,4,0.91424042,0.876157939,0.001638923
474,10,0.767897427,4,1.183032393,0.29428491,-0.402762324
475,10,-1.041576982,1,-0.758326232,-0.587973535,1.022098303
476,10,1.778676033,4,0.281333357,0.524856091,2.215210199
477,10,0.412061661,3,-0.152906612,-0.535168529,0.30221501
478,10,0.79883945,4,-0.265642613,0.331682533,-0.400258511
479,10,0.437846571,3,-0.030402379,0.128189608,-0.141258016
480,10,2.019337416,4,1.818192005,0.393480629,-0.154595032
481,10,0.979335487,4,-0.098230347,0.127275109,1.116172552
482,10,-1.334883213,1,0.689054966,-0.746877015,1.167398334
483,10,-0.339146584,2,0.219718382,-1.284110069,1.741534829
484,10,1.020591855,4,0.711039007,-0.295300037,1.292787194
485,10,-0.639973283,1,0.097177014,-0.517434955,0.099922515
486,10,0.154210091,3,-0.796695173,-0.08451318,0.892987609
487,10,-0.054054692,2,0.824339986,-0.370181233,0.326929003
488,10,-0.567774892,1,1.153292537,-1.627271533,0.425530434
489,10,-0.928766906,1,-0.320342481,-0.188927159,0.259820372
490,10,0.406904519,3,-0.036317058,0.12130563,-0.443149418
491,10,0.424954534,3,1.23410964,0.482747734,0.935387313
492,10,-0.387278855,2,-0.838041365,0.256372213,-0.66463542
493,10,-0.603874087,1,0.391734332,-0.460721225,-0.50905484
494,10,0.244458526,3,1.064905167,-1.963831306,-0.09510307
495,10,0.058653012,3,-0.043554503,-0.526899874,0.695731521
496,10,0.17999585,3,0.201835096,-0.746451378,-0.432792038
497,10,-1.470255852,1,-0.278891563,-0.4759489,-0.613467634
498,10,-0.988932252,1,2.136826038,-1.877861023,-1.254081249
499,10,-0.186727419,2,0.939915121,-0.685594499,-0.845781326
500,10,0.094044745,3,-0.706463754,-0.000173976,0.276856124
501,10,0.033879403,2,0.880238295,-0.253301442,0.248111323
502,10,-0.715453446,1,0.873105228,-0.907908916,1.170901299
503,10,-0.066396743,2,-0.527592957,-0.919338405,0.45352304
504,10,0.154210091,3,0.277139127,-1.036301255,0.251612902
505,10,0.695699036,3,1.571534753,-0.628804505,2.476898193
506,10,0.876195014,4,0.685919166,-0.159239694,0.056156028
507,10,-1.568708181,1,0.746876121,-1.295789599,0.656046927
508,10,-0.459477246,2,-0.426529408,0.215007752,-0.490190446
509,10,-0.351178795,2,-0.188164145,-0.770774186,1.502737164
510,10,-0.708160102,1,0.134907365,-0.385875463,-0.008880544
511,10,0.367523551,3,-0.490702897,0.253992587,0.204824522
512,10,0.587400556,3,0.99740231,-0.223297626,0.956867278
513,10,0.06396164,3,-0.045199804,-0.081485711,0.318033457
514,10,-0.691271961,1,0.568264484,-0.61866796,0.394182444
515,10,1.598179936,4,1.253708959,-0.385142416,0.561975062
516,10,1.023873568,4,0.545410216,0.215238646,0.447706014
517,10,0.912294269,4,-0.404178172,0.089994304,0.582349837
518,10,0.134154677,3,1.270936012,-2.085008144,0.246927619
519,10,0.231565639,3,1.175902009,-0.01081185,0.911700666
520,10,-0.190374091,2,0.308094233,-0.047961235,-0.068696782
521,10,-0.825626433,1,1.174994707,-1.78143096,0.422208548
522,10,0.644128323,3,-0.547568321,-0.41877231,1.293040276
523,10,-0.315080434,2,1.389083147,0.218808562,-0.219421357
524,10,0.236253724,3,0.601556778,-1.329265833,1.883898616
525,10,-0.116534382,2,0.850545824,-0.016350554,-0.693194866
526,10,0.094044745,3,0.322153449,0.167199209,-0.628529847
527,10,0.154210091,3,-0.05581833,0.560490966,-0.205347642
528,10,-0.912358165,1,1.22951746,-1.059542179,-1.247359157
529,10,1.253595829,4,0.20161429,0.511083424,1.149640441
530,10,-0.357195735,2,-0.285574824,-0.323925078,-0.24160631
531,10,1.417683125,4,1.970125198,-0.125073776,-0.454015881
532,10,0.759403467,4,0.257077754,-0.40679431,1.397475481
533,10,0.11811088,3,1.513434887,-1.191094518,-0.112796627
534,10,-0.354460537,2,0.07803832,-0.754734337,1.067834616
535,10,0.515202105,3,-0.069227107,-1.340500116,0.286092669
536,10,-0.098484352,2,-0.739005923,-0.285332501,0.477826446
537,10,-1.109263778,1,0.454928309,-0.242181942,-1.104365468
538,10,-0.82046932,1,-0.395185202,-0.209539115,-0.520279229
539,10,-0.098484352,2,1.182812095,-0.701583266,-0.294740468
540,10,-0.307058096,2,0.838905692,-0.234756932,-0.924989522
541,10,-1.380007386,1,-0.824751914,-0.156079486,0.334940225
542,10,-0.303972602,2,1.100640535,-1.754921436,-0.405408859
543,10,-0.206781968,2,0.548061848,-1.186753154,-0.608587205
544,10,-1.109262943,1,-0.244717285,-0.467918634,-1.330216408
545,10,1.217131734,4,0.795650959,0.597839713,0.748155951
546,10,0.109085865,3,0.536153197,0.039070819,-0.491010875
547,10,-0.206781968,2,0.204473317,-0.160016209,-1.236004114
548,10,-0.026285939,2,0.171937212,-1.05956459,1.422536612
549,10,-0.074418209,2,0.511576951,-1.082510829,0.438610822
550,10,1.830245852,4,1.135746121,-0.427971959,0.493904144
551,10,-1.903446317,1,0.383132488,-0.777440429,0.061519772
552,10,1.095368862,4,0.97747159,-0.261319906,0.30295518
553,10,0.695699036,3,0.786477029,-0.841430426,0.27768454
554,10,-0.080435179,2,1.837858796,0.091684744,0.377913535
555,10,-0.387278855,2,0.964893758,-0.011270352,-0.502922714
556,10,0.840095818,4,2.627649069,-1.57391727,0.888097167
557,10,0.406904519,3,0.344788283,0.514397502,1.62892127
558,10,0.447516233,3,-0.272322625,-0.460416436,0.900211871
559,10,0.06396164,3,-0.053834789,-0.708253384,0.62122184
560,10,-1.779678106,1,0.266436219,-1.256798863,-0.177881569
561,10,0.775918901,4,-0.082935162,0.173433259,-0.013787032
562,10,-0.066396743,2,0.738031089,-0.435861766,-0.377803594
563,10,-0.387278855,2,0.33795628,-0.622751951,0.355371177
564,10,-0.09192086,2,-0.118800521,-0.808206439,0.18634145
565,10,-0.627940238,1,0.497373283,-0.565610111,-0.343650699
566,10,0.728516459,4,0.656110406,-0.360604823,0.149275824
567,10,-0.507609546,2,0.046768431,-0.786442816,-0.116995849
568,10,-1.064139605,1,0.446520835,-1.992179513,-0.452146411
569,10,0.515202105,3,-0.184842512,0.05019071,-0.143093422
570,10,0.936360359,4,1.454318166,-0.401985109,0.6601758
571,10,-0.026285939,2,0.311249614,-0.469977528,0.44818753
572,10,0.515202105,3,-0.470730424,0.24713093,0.286902964
573,10,0.394871444,3,0.665596128,-0.663343549,-0.084647313
574,10,1.366113305,4,1.044280291,-0.009207068,0.246525645
575,10,0.489417225,3,1.084244013,-0.415992409,-1.031666756
576,10,0.364789218,3,1.490961432,-0.761228442,-0.232318506
577,10,0.400341034,3,0.164035857,0.356394976,-0.415423214
578,10,0.11811088,3,0.169336438,-0.050498284,0.024917584
579,10,0.029251562,2,1.775064468,0.562187374,-0.192396447
580,10,-1.189483643,1,-1.086843371,0.634762704,0.218509316
581,10,0.179994985,3,1.640492082,-0.293128669,0.731156051
582,10,0.134154677,3,-0.349140793,-1.193599582,1.925518394
583,10,0.623500586,3,0.951984286,-0.836172044,-1.102970004
584,10,0.540987909,3,-0.292664468,-0.768148482,0.51243633
585,10,0.199334309,3,0.300342858,-0.094826274,-0.817126036
586,10,-1.367114544,1,0.592631221,-1.428832054,-0.065966658
587,10,-0.495576471,2,0.812631965,-0.590540171,1.011032581
588,10,0.262507707,3,0.657449305,-0.100703016,-0.593622208
589,10,-0.146616623,2,0.54767698,0.142159253,-0.648616433
590,10,-0.387278855,2,1.116973877,0.477531731,0.264094859
591,10,0.104983896,3,-0.057069581,0.169631988,0.499107629
592,10,0.936360359,4,0.731692553,-0.605368257,0.830172777
593,10,-1.605627656,1,1.182750225,-0.403688282,-0.77963239
594,10,-0.490419298,2,1.235248327,-0.683854103,-1.191113234
595,10,0.566772819,3,0.154179841,0.507749319,0.080222912
596,10,0.018838281,2,-0.220034868,-1.056428552,-0.605534196
597,10,0.244458526,3,1.200787187,-0.076078728,0.11015968
598,10,-0.703146696,1,0.690035224,-0.175827891,1.497622132
599,10,-0.477526426,2,1.061108232,-0.862525582,0.083436646
600,10,0.236253724,3,-0.206445813,-0.161384806,-0.024069147
601,10,0.289581895,3,1.873047829,-0.851845682,-1.271369934
602,10,1.034129381,4,1.042362094,0.473358065,1.212716222
603,10,-0.567774892,1,1.592627048,-0.212232322,-1.172202349
604,10,-1.029043078,1,-0.032719769,-1.079917669,0.044609226
605,10,-0.507609546,2,1.196771622,-0.780970514,0.324038893
606,10,-0.134583548,2,0.131339699,-0.080356047,-0.424303412
607,10,1.516135454,4,0.671904802,0.594774067,0.874201417
608,10,-0.612899065,1,0.29393661,-1.254650712,1.023183346
609,10,-0.490419298,2,0.616119087,-1.201459408,0.937594295
610,10,0.615478277,3,0.841583431,-0.598423123,-0.646862388
611,10,1.738566041,4,-0.018142845,0.588564217,0.875375211
612,10,0.79883945,4,-1.101567388,0.192927435,0.797216475
613,10,0.623499751,3,-0.054793481,0.255919039,1.615997195
614,10,0.437846571,3,1.802084923,-1.786797762,0.273597777
615,10,1.28231132,4,0.190981001,-0.251420408,0.696587682
616,10,-0.387278855,2,-0.040232033,-0.747147501,0.725357533
617,10,-0.387278855,2,1.000769258,-0.483708262,0.464122653
618,10,-0.266948164,2,0.592464507,0.375751227,0.964923739
619,10,-0.186727419,2,-0.06388329,-0.740431905,0.723394156
620,10,-1.257907152,1,0.688893974,-1.664909959,-0.608032584
621,10,0.695699036,3,0.18227762,0.171591952,-0.380321294
622,10,-0.146616623,2,0.971327603,-0.098891377,0.721670628
623,10,0.257350534,3,1.099141359,-0.394549251,0.653983295
624,10,-0.026285939,2,0.751726687,-1.071521163,0.636292219
625,10,-0.05636904,2,0.535638571,0.093900435,-0.422252774
626,10,-0.05636904,2,-0.463324428,-0.464309126,0.413312674
627,10,-0.05636904,2,-0.057864401,0.363927901,-1.005332947
628,10,0.695699036,3,0.518691301,0.556335032,1.833914042
629,10,1.223302722,4,1.306569576,-0.153139204,1.475482941
630,10,0.996525705,4,0.243840113,-0.790109456,2.377188444
631,10,0.896249592,4,0.466595232,-0.923100531,1.7889961
632,10,-0.116534382,2,0.855569005,-0.551856637,0.131309107
633,10,0.735808969,4,-0.00546949,0.634112597,0.462470263
634,10,0.283136308,3,0.694586337,-0.60361129,1.300781608
635,10,-0.387278855,2,-0.299213588,-0.198777989,-0.18390356
636,10,-0.335708171,2,-0.055765502,0.154678762,1.169324279
637,10,0.921318412,4,0.677411914,-0.458578169,0.226472586
638,10,-0.103641503,2,0.707835972,-1.010107398,0.209843934
639,10,-0.781088352,1,-0.077353068,0.150909275,-1.172110677
640,10,0.50316906,3,1.0145576,-0.085756332,-0.230650291
641,10,-0.464634418,2,0.717063248,-0.483721077,0.540790975
642,10,-1.367114544,1,-0.019925158,-1.169158578,0.409995049
643,10,-0.432402194,2,0.291500956,-0.537218094,-0.100815319
644,10,-1.00612247,1,1.395972252,-1.108059764,0.168464378
645,10,-1.109262943,1,0.806250274,-1.39373219,0.290887892
646,10,-1.289759874,1,0.798480332,-1.002727032,-0.163784951
647,10,-0.121284433,2,2.176155806,-0.147759348,-1.022399306
648,10,1.309385538,4,2.456232071,0.006779323,-2.089607477
649,11,1.011566877,4,-0.101751678,1.106200576,0.858117461
650,11,1.340327501,4,0.025575813,1.16101861,2.264266491
651,11,0.876195014,4,-0.445640802,0.826856792,0.692951143
652,11,1.923072815,4,0.502797842,1.314718127,0.423392981
653,11,-0.522650659,2,-0.696028888,0.922568202,-0.591938853
654,11,-0.026285939,2,0.15275836,0.93187362,0.9963395
655,11,0.644128323,3,0.243093222,1.336744547,1.382989168
656,11,0.479102939,3,0.074148417,1.398947835,0.722898543
657,11,-0.718188643,1,-0.076786742,1.279727221,0.176887199
658,11,1.192063689,4,-0.3965666,1.242605805,1.380446434
659,11,-0.593559742,1,-0.724981189,0.934071422,-0.058085144
660,11,0.033879403,2,-0.244270951,0.007007619,1.456802011
661,11,1.237187028,4,0.185493901,0.650691926,1.455781102
662,11,-0.507609546,2,0.356033921,0.684713006,1.365986109
663,11,0.174265489,3,-0.524294555,0.448432177,0.686282516
664,11,0.214375421,3,-0.644077301,0.745069265,2.52309823
665,11,2.099558115,4,0.798692346,1.905664921,0.160115346
666,11,1.237187982,4,0.948326945,1.522820234,-0.651026726
667,11,1.297352433,4,0.85421145,0.79339242,1.397190571
668,11,1.297352433,4,0.292199492,0.865710437,0.479057789
669,11,1.167766094,4,1.952546358,0.868413806,-0.058701839
670,11,0.244457662,3,2.409459352,-0.042291865,0.099737369
671,11,0.018838281,2,0.745670199,0.28590259,-0.146755964
672,11,0.283136308,3,1.563034058,1.698068142,0.945515335
673,11,1.253595829,4,1.322401643,0.734493375,0.692684531
674,11,1.056691051,4,1.391404033,1.28539443,0.066081055
675,11,0.334706098,3,1.711670995,1.682140589,1.263587832
676,11,1.33746326,4,0.99796313,0.772283077,0.567918181
677,11,1.598179936,4,0.736460507,1.215378523,0.17812492
678,11,1.942763329,4,0.890429258,0.800276279,0.898809195
679,11,0.65558821,3,1.372856379,1.476765156,0.285254121
680,11,0.966442645,4,0.383182108,1.140010595,0.446389824
681,11,0.976470292,4,1.391208768,0.611610949,1.549365044
682,11,1.50793159,4,1.07031405,1.981978059,0.609327316
683,11,2.655371189,4,0.702552855,1.419782996,0.199379653
684,11,0.927764833,4,2.381363869,2.217748165,0.349701911
685,11,-0.129426405,2,1.414155841,1.155615449,-0.181728855
686,11,0.767897427,4,0.955654442,1.521079779,-0.682769895
687,11,1.50793159,4,2.072460413,1.117337823,1.481385708
688,11,1.146939516,4,1.255869508,0.657271504,-0.175531134
689,11,1.598179936,4,1.13812995,0.892208159,1.157760024
690,11,2.036527634,4,0.888527334,3.199910879,-0.95165658
691,11,2.340219498,4,1.280990362,0.369075865,1.03318584
692,11,1.553055763,4,1.248526096,1.078872204,0.819415927
693,11,1.838841319,4,0.983347714,1.85189414,-0.381354153
694,11,1.899006724,4,1.158146143,0.745030403,0.968453526
695,11,1.520824432,4,0.881698787,1.496869206,0.329153389
696,11,1.177021742,4,1.103543162,0.704479277,-0.079359874
697,11,1.477849364,4,2.710248232,1.350429058,0.249814779
698,11,0.274540752,3,0.980489492,0.255790561,0.045084991
699,11,1.417683125,4,1.844065547,0.991313696,-0.09323518
700,11,0.109085865,3,0.518027902,0.173016831,0.364910364
701,11,1.516135454,4,0.981630147,0.995614946,0.561009765
702,11,0.976470292,4,1.581002951,0.933715999,1.311944366
703,11,1.45378232,4,0.945542812,0.537527442,0.976328194
704,11,1.384865642,4,0.332487255,1.29336524,0.64762342
705,11,0.65558821,3,0.415458649,1.810049415,-0.30651927
706,11,1.237187028,4,0.931295156,1.268398523,0.174962446
707,11,-0.146616623,2,2.315241337,1.076222658,0.514498234
708,11,1.034129381,4,1.211695313,0.436399728,0.501427054
709,11,0.738168061,4,1.115886927,0.395450592,0.280760705
710,11,0.921319246,4,1.267222404,0.590937912,1.820256829
711,11,1.688427567,4,1.869483829,1.773808122,1.032886863
712,11,1.417683959,4,1.460767865,1.291493416,0.027347978
713,11,0.859786332,4,1.129400849,1.038813829,0.836701989
714,11,0.154210091,3,1.460772634,1.064927459,1.170555711
715,11,0.976470292,4,1.253155589,1.088495374,0.531578362
716,11,1.011566877,4,0.396736652,1.060062408,0.308337361
717,11,1.09916091,4,1.180148959,1.575346351,-0.132905498
718,11,1.95917201,4,0.475628257,1.484732628,1.017199993
719,11,2.608958483,4,1.989376187,0.985484362,2.025003195
720,,-2.914224863,1,-3.530572176,-3.329309464,-0.585612237
